,GSM1519728_Ji-Batch3-1_PrimeView_.CEL.gz,GSM1519729_Ji-Batch3-10_PrimeView_.CEL.gz,GSM1519730_Ji-Batch3-11_PrimeView_.CEL.gz,GSM1519731_Ji-Batch3-12_PrimeView_.CEL.gz,GSM1519732_Ji-Batch3-13_PrimeView_.CEL.gz
BAG4,7.48414861,7.519075598,7.63287963,7.113262157,7.286138443
BAG5,8.461097416,8.594345778,8.413307034,9.397974135,8.425618161
SH2D1B,8.021740893,7.101493879,7.924882783,8.302215809,7.565192547
OR1L4,5.654409274,5.682523439,5.739706565,5.559552837,5.758986738
SH2D1A,7.712250201,7.409643814,7.816942766,7.480992813,7.410924584
OR1L1,6.905735964,6.702794511,6.683564956,6.871532944,6.661368992
RTKN,6.226603213,6.150019808,6.431227474,6.237764542,6.246964617
MSRB3,6.535637108,6.426611267,6.276606082,6.340651387,6.222477704
MSRB2,7.4953274,7.512344127,7.653105984,7.633791971,7.464551084
LRRC37A4,6.554075752,6.392909245,6.020556153,6.616820274,6.379322465
LRRC37A3,7.10473642,7.282057745,7.110860567,7.077379735,7.131239347
NTRK3,5.065970199,5.087579274,5.353788468,5.187187866,4.968698468
CD79B,7.76045782,7.441446692,7.830130018,7.792389855,7.62747475
MEOX1,5.484823009,5.703406865,5.438086995,5.633514525,5.579130209
MEOX2,3.94894394,3.897740272,3.869545786,3.838599429,3.746835249
CD79A,8.485950725,8.013004025,8.140567194,8.913775904,8.442461889
CSDC2,6.751204798,6.811647696,6.796103494,6.913782353,6.932533992
EIF1AD,7.22675096,7.226145876,7.210113793,7.179717592,7.260742906
DUSP28,8.442461889,8.256467846,8.081546381,8.46214358,8.518933371
ATXN1L,9.431896202,9.332986721,9.093843496,8.92785485,8.950885541
ZNF385C,5.290413291,5.266110285,4.805061442,5.082781762,4.879132504
GMFG,9.371127577,12.01882646,11.91784897,12.15059183,11.36428874
ZNF385A,6.772927771,7.107193259,6.811108047,6.932533992,6.980047185
CBLN2,4.158767994,4.065218708,3.883999209,4.129478427,4.092963294
CBLN3,5.519407638,5.599912692,5.505091697,5.44541883,5.436559307
UTP11L,7.854098315,7.76999777,7.858314237,7.918399504,8.018446361
ZBTB26,5.19932196,5.008081623,5.345235289,5.066995404,5.121835675
LOC100131726,5.400394365,5.18524125,5.106359843,5.310116934,5.303359902
SLC39A6,8.074586226,8.074586226,7.902658898,7.960724666,7.737741534
LOC100129033,4.554511848,4.745147215,4.707773801,4.483840755,4.759748966
BNIP3,7.247111851,7.245118356,7.122275056,6.924973122,7.18225246
PDHA2,4.795003588,5.006365935,4.788479261,5.025700932,4.89665841
CPSF3L,8.020626863,7.864460283,7.951840068,7.924882783,7.843999572
PDHA1,8.57597105,8.708674939,8.382954266,8.469045911,8.753180068
COL4A3BP,9.650332547,10.58153533,10.6235681,9.544888713,9.449406446
SAP18,7.889846635,8.053377826,8.141528895,8.022594911,7.857601131
FLJ45340,6.514794072,6.106243368,6.064706428,6.202058991,6.042331542
ARHGAP24,5.764725674,6.912715622,6.627730677,6.032885246,6.292835044
E2F3,9.55080802,9.266281503,9.508488046,9.447354163,9.198524687
ATXN10,10.21943149,7.978142324,10.35512142,9.828291573,10.20446931
KIAA1875,5.826560551,5.674492916,5.42014753,5.343464918,5.775927688
OR2T34,6.852853334,6.90833207,6.823310691,7.006281202,7.130371157
RAP1GAP2,5.49016775,5.176946879,5.400643697,5.309930849,5.349722618
FSCN2,5.187721719,5.523957387,5.241861194,5.711262387,5.296914616
FSCN1,6.908614724,6.770343579,6.677656792,7.085660494,6.910019625
SLPI,9.655635069,9.435130473,8.181436244,9.360540628,7.919412715
CD244,6.656452762,6.464113925,6.483850733,6.273032477,6.383757817
MYL12B,11.75584643,11.86907226,11.9706124,12.214332,11.77951819
ZSCAN1,5.753462251,5.886419042,5.885025002,5.727113356,5.886419042
AIM1L,4.569270147,4.778350769,4.393785738,4.579035665,4.383662848
CKMT2,4.473746372,4.220918305,3.98566292,4.136873673,4.476998016
RPS6KC1,6.487617611,6.330580074,6.327813182,6.125713588,5.987258528
KRTAP22-1,6.31376678,6.32342512,6.390470825,6.101996357,6.314442076
KRTAP22-2,4.215166162,4.492637616,4.394833982,4.116689288,4.479085035
MRPS14,7.937473597,7.833999236,7.661385359,7.85972628,7.4953274
RFPL4B,5.24560591,5.174089553,5.243941347,5.456618198,5.275682184
BAGE,4.196060045,4.25035045,4.391751901,4.263548122,4.092608261
RILPL1,5.929433163,5.918541093,5.808621734,5.978994998,5.655741259
RILPL2,9.777631313,9.67796323,9.760195837,9.685305781,9.71645565
RB1CC1,9.68373665,9.808415022,10.02355307,9.824270988,9.604832543
NLRP10,4.790159597,4.743339444,4.57411624,4.991025082,5.054104579
IDO2,4.899886468,4.83151176,4.99325349,4.779571415,4.882242306
DRG2,7.164615397,7.22675096,7.296969147,7.323139413,7.007386967
TMPO,5.392184354,5.724594852,5.373688908,5.450560292,5.425561753
IDO1,8.482430428,8.521040715,7.77750989,6.812956254,7.435504659
NLRP13,4.491716945,4.615949141,4.532493294,4.3932446,4.411047955
VARS,5.960865892,5.940427896,5.94993637,5.775671356,5.934344978
NLRP12,11.5633512,10.75071844,11.86907226,11.80402285,11.45959313
LDHAL6B,4.976083624,4.777006399,4.869217607,4.900655232,4.763825065
ECM2,5.651959929,5.827805779,5.230784414,5.721321838,5.782887212
ECM1,6.11566792,6.306295602,6.253026426,6.31141241,6.396176613
PRSSL1,7.0765788,7.093808214,6.822405492,7.184514757,7.063181528
SMCR8,9.702597526,9.777631313,9.76946223,9.628141022,9.659587453
DDIT3,6.694786025,6.332931386,6.538138606,6.652504441,6.067078046
FMR1,6.633757753,6.602892784,6.486908764,6.371634572,6.380158327
DDIT4,8.948156493,7.910438144,8.31450179,8.054279814,9.268228549
SMCR5,4.566052348,5.262442807,4.779571415,4.562714501,4.790890257
SMCR7,6.06427436,6.470675103,6.26168808,6.322867985,6.197928957
LYPD6,5.121316717,5.008752189,5.025238003,5.101880508,5.043533982
RAB3IL1,6.169897217,6.536810942,6.42791172,6.677330848,6.547105096
LYPD4,4.510661475,4.357079619,4.583947326,4.612440487,4.606915694
LYPD5,4.252947017,4.130312953,4.112052314,4.463281793,4.142284234
LYPD2,6.222738347,5.383357688,5.274366182,6.221019414,5.531354747
LYPD3,7.340766971,7.411461099,7.245740308,7.559934483,7.414100008
SNORD67,4.454172418,4.170331217,4.181329355,4.242994798,4.369953256
LYPD1,5.103531976,5.265816572,5.443878598,5.358209098,5.248088778
CATSPER4,5.57408521,5.476193986,5.451556221,5.529178056,5.765920643
CALCOCO1,5.794721815,5.639160317,5.778922676,5.808163366,5.727360846
NAP1L2,4.585365795,5.022189195,4.950703786,4.547894965,5.088777203
NAP1L3,4.294556569,4.610723248,4.80825674,4.352867043,4.650809391
NAP1L4,9.012173811,8.643429297,8.838402042,8.883221206,8.857863728
SLC48A1,6.806553237,7.338115332,6.665488069,6.811108047,6.803770384
CATSPER2,5.661326786,5.605327724,5.791664465,5.379001218,5.62080272
CATSPER3,5.14988899,5.088777203,5.236066932,5.307617268,5.308507265
MAPKAP1,8.038829879,7.764734114,7.793417929,7.828695423,7.80865573
RGS5,4.787366304,4.788202318,4.684100149,4.632579538,4.63402183
RGS6,5.038284636,5.446340646,5.42753343,5.460353935,5.532635782
MALT1,7.846566768,7.77842183,8.033365854,7.736610956,8.004990735
RGS1,4.597193117,4.588010513,4.63423963,4.746653815,4.499107451
RGS2,4.814677361,4.781462783,4.742557106,5.01286312,6.693369141
RGS3,6.507958375,6.316344043,6.284754795,6.463862064,6.221493933
PLAG1,5.350563996,5.430766165,5.384815845,5.187721719,5.240670409
RGS9,6.50121803,5.610128713,5.663688129,5.747244438,5.478990251
C13orf33,4.455794351,4.236823067,4.408057412,4.224984061,4.254104159
LOC729020,5.599626209,5.758739297,5.814835548,5.725134139,5.553725058
HSP90AA5P,3.979855902,4.203998979,4.068202265,3.985890647,4.032452635
TWF2,11.15566293,10.34397587,10.3417009,10.37104805,10.24943957
ZNF643,6.106424168,5.294013519,5.552934781,5.131854137,5.877145693
SERTAD2,8.646650443,8.494629151,8.430269341,8.498701171,8.324347594
KIAA1377,5.891775132,4.551676191,4.900182453,4.914185551,4.919041185
C13orf30,3.964027106,3.8228806,3.949595922,3.847311123,3.838133767
IL1RAP,5.376435499,5.244651617,5.804752497,5.686353634,6.075014921
SERTAD4,5.175382823,5.355067087,5.41455236,5.424866219,5.259098122
KIAA1143,9.309360382,9.246741847,9.338949287,9.108871779,9.263567929
CATSPERB,5.29849043,5.330376115,5.515520497,5.440840254,5.371920428
KIAA1147,7.56654094,7.581914436,7.608706534,7.528091933,7.509322778
ARL11,7.63352477,7.738093696,7.677299373,7.710796289,7.401911895
FSD1L,4.107050918,4.292268474,4.619113699,4.409829149,4.223847567
LOC100128003,6.110074054,6.247221031,6.228322146,6.141672999,6.155302048
SH2B2,7.580377259,7.563885718,7.498874836,7.48249773,7.138872981
SNHG12,7.007386967,6.606867238,7.193266275,6.892966912,6.96865961
RDH14,9.189908009,8.938648332,9.296555433,8.988444229,9.344449034
SECTM1,9.155213592,9.295640622,8.904328332,8.993948709,8.55036238
KANK4,4.309267611,4.197462185,4.217167421,4.368652724,4.326924782
KANK2,5.436287429,5.594402093,6.005587284,6.15773298,5.444906454
KANK3,7.048235736,6.947446859,7.170121274,7.108310883,7.064663421
RDH12,6.274905639,6.239299463,6.143374796,6.330308508,6.118719337
RDH13,8.084644679,7.932308646,7.368227917,7.813234303,7.982899951
SLC25A34,5.560000482,5.576249576,5.497981623,5.660625919,5.71710103
EPDR1,5.054104579,5.063161615,5.034736589,5.076838831,4.800789549
DEDD2,10.11321914,9.841139993,9.767926183,10.05417841,9.892051441
C13orf39,4.883971427,4.983396756,5.049859724,4.986702264,4.914770444
FAM178A,6.525177816,6.936567637,6.819627695,6.607092194,6.71952704
LOC100508889,6.044674356,6.245851035,6.131224498,6.404746846,5.98526911
DOLK,6.234216835,6.456338312,6.250108339,6.296310521,6.20561907
PCDHB8,4.097602328,4.190490017,4.108161078,4.210339097,3.961411234
KIAA1841,4.708257994,4.665348134,4.744123199,4.511150379,4.433008185
WDR5B,6.754011902,6.77854846,6.939283267,6.757182955,6.780562504
MORF4,7.564239253,7.88161146,8.071776981,7.744954821,7.727106803
TARSL2,7.269482968,6.863738115,7.393223423,6.811387625,6.834174472
CDK2AP1,11.03644998,11.02051051,10.62560041,10.48031304,10.49530476
CDK2AP2,9.679479123,9.279569201,9.464139296,9.591669668,9.468488604
NALCN,5.492398578,5.359545805,5.582048998,5.567110834,5.408925673
EIF4A3,11.07189472,11.4265611,11.32119111,11.01798567,11.12002327
ANKRD30A,3.749082581,4.097426531,4.688727758,4.719318156,4.62646001
KRTAP13-1,4.523987125,4.650809391,4.734454235,4.756485471,4.533697394
KIAA0355,6.730026237,6.76503262,6.95271061,6.664668875,6.59414971
CIAPIN1,7.313852804,7.35521917,7.233564604,7.091613731,7.319264562
HSDL1,6.419993672,6.391976173,6.711382262,6.414954574,6.63194693
HSP90AB1,11.89499698,11.61256254,11.39880332,11.02852192,11.39880332
PTP4A1,7.358195232,7.818729683,7.788816032,7.516652466,7.806736864
UBR5,8.099151096,8.564210993,8.600363914,8.228110541,8.265600097
PTP4A3,7.839214334,8.272005776,7.291234754,8.010063391,7.95215765
PTP4A2,10.95759288,10.87678807,11.50700626,11.32119111,11.07005555
C13orf36,4.43248952,4.379213292,4.332507621,4.258427887,4.234672446
UBR4,8.958221752,9.340730265,8.928570746,9.034651011,8.854336205
ZSCAN20,5.408438352,5.201804725,5.250700077,5.128034251,5.35530274
STON1,4.253243678,4.042691076,4.131841726,4.31927969,4.167983551
ZSCAN22,5.957581175,5.943025257,5.967682925,5.878276583,5.906772468
ZSCAN23,4.809561888,4.466094308,4.510164319,4.468670842,4.51141522
BMP7,4.977691203,5.163053059,5.024654095,5.024421016,5.079820549
TDRD9,5.160630206,5.937743706,5.382371659,5.934854973,6.24473663
CD28,6.184734754,5.939843152,5.97101029,5.910777931,6.030461742
SUZ12,8.681606357,7.788111543,7.850487557,7.976452008,8.131317188
MRPS9,8.919130097,8.933270121,8.772366877,8.729693001,8.786304089
BMP6,6.927694712,6.783366654,7.13435943,7.302680156,6.626666855
TDRD3,5.637775186,4.834724203,5.701357378,4.94441729,4.860884097
CD22,7.177121945,6.673120882,6.948910996,7.432075582,7.07036781
MRPS5,7.899677565,8.087156303,8.199760071,7.914683025,8.143721858
IFI35,9.029513728,9.155213592,9.035329909,8.890175719,8.477913707
TDRD7,8.823414812,8.772969594,8.754317821,8.688788567,8.355273675
MRPS2,7.877856911,7.693955441,7.717155059,7.572401691,7.690872897
TDRD5,3.838599429,3.799318641,3.838599429,3.771204674,4.844396608
CD24,11.29485815,11.26878395,9.548436575,9.777631313,9.370939902
PLA2R1,3.907948515,3.971568094,4.004070837,4.160423202,3.836177756
ABHD8,7.584497234,7.494773745,7.459293111,7.489207535,7.63784424
MYLIP,10.68131003,11.06712759,11.93240497,8.879454089,8.719417042
OTUD1,10.46728757,10.43956723,10.91644526,10.60853316,10.3136984
C13orf35,6.258236089,6.460300941,6.347127064,6.357947942,6.282399101
ABHD2,7.724071709,9.626432354,7.445055256,9.764705166,7.40578097
ABHD3,10.20860997,9.818507079,10.61915463,10.14842866,9.479572582
ABHD1,4.517181049,4.58992724,4.350607089,4.60085376,4.563749764
ABHD6,5.825800264,6.265082919,5.863095759,5.706350576,5.708138594
PA2G4,9.775815808,9.771256903,9.71061234,9.699879815,9.78572759
ABHD4,4.680144585,4.549750085,4.763164381,4.875527092,4.804168901
ABHD5,8.473015547,8.85166869,8.790389804,8.857863728,8.552434943
TWF1,5.293574085,5.638188091,5.38640487,5.20277272,5.297548165
NKIRAS2,7.874925955,8.098482934,7.80489934,8.040805173,7.988756707
NKIRAS1,4.700516698,4.688691208,4.770433572,4.885527393,4.714452184
WDR54,8.369052113,8.146267572,8.262734809,8.029720778,7.901168291
MBTPS2,6.369349344,6.195017406,6.251348395,6.129348683,6.26928875
WDR52,4.859861587,4.884238227,4.876200806,4.761394432,4.727195515
TRIM45,5.751340321,5.840242318,5.769244638,5.842167076,5.739168568
MBTPS1,5.152487149,4.843513205,5.097277815,5.077393225,4.93729594
EIF4G3,6.683845407,6.860767598,6.887250156,6.75090239,6.700872055
EIF4G2,8.743893138,8.716036498,8.72334684,10.70039965,11.93006412
EIF4G1,8.76538807,9.243778984,8.899393101,8.641254103,8.919130097
SERHL2,4.179793158,4.320628802,4.342236786,4.251380339,4.287330644
WDR59,6.426942005,6.88828639,6.846807464,6.935493565,6.6641441
NR1I3,5.033547771,5.098581908,5.137062928,5.08804666,4.996892138
DR1,8.169320106,8.138933127,8.36667444,8.382954266,8.255629623
FAT1,4.173521856,4.051972359,3.930234212,4.010180721,4.28867396
GRB2,12.04355058,11.79173333,11.63652241,11.6790426,11.51853439
ULBP2,3.746206379,3.812482794,3.78716202,3.766439899,4.102478352
ULBP3,3.991837675,4.213515116,4.04613325,4.014974478,3.883028129
GRB7,6.384199243,6.362979024,6.268542605,6.621448171,6.589143349
PSG9,3.748241751,3.929179513,4.086964478,4.280080879,4.097426531
PSG6,5.836213538,5.751562258,5.595890247,5.578641092,5.792201469
PSG7,6.654246001,6.577405931,6.523449443,6.644027449,6.3618827
PSG4,3.769119165,3.854309512,3.806634805,4.001867437,3.991837675
PSG5,5.104837321,5.133799147,4.996661575,5.256575991,5.127012037
PSG2,3.7829411,3.765652248,3.771204674,4.641136765,3.757795024
PSG3,4.265978547,4.434159538,4.779571415,5.104128865,4.920106085
PSG1,4.06262793,4.006848925,4.116338712,4.135614613,4.182998938
HOXC9,5.342452635,5.114228123,5.005596602,4.899676228,5.200434537
MFSD9,6.708470226,7.212591885,6.860433745,6.628529159,6.373922003
FOXR2,5.569680527,5.544223909,5.938832776,5.685174855,5.742436102
HOXC5,7.384838906,7.249121431,7.340562086,7.640860077,7.730739299
HOXC4,5.455565911,5.373919704,5.569680527,5.520383629,5.073509801
HOXC6,4.956237043,5.227409569,4.954990411,4.81189294,4.636976895
USHBP1,5.837432157,5.673244094,5.772298008,5.566849542,5.786694051
KIAA1644,5.207240769,4.810478515,5.091680911,5.058213308,4.877890841
KCND2,4.429584095,4.627527271,4.636287568,4.444263644,4.512144362
SSU72,6.496328161,7.90502103,8.045759912,8.033772508,8.217286221
HCST,9.785910591,11.75498213,12.0531856,11.97152041,11.95528338
FAM200A,6.502244324,6.525177816,6.553469623,6.30396985,6.388845255
FAM200B,8.704132087,8.420647674,9.168392264,9.209352627,9.097161828
C5orf62,6.89572962,6.80814655,6.84727822,6.985680776,6.903056558
UROC1,5.831541383,5.862206111,5.927237157,6.09830914,6.093425016
RUVBL2,8.03846632,8.036057879,7.892810312,7.889526926,7.969375806
SNORA41,6.424552774,6.378799564,6.624550276,6.455107214,6.405874599
GPBAR1,8.331085937,8.763679753,8.402052645,8.19863928,8.487334074
CSTL1,3.885499332,3.917557916,3.868297084,4.14393931,3.812059213
C7orf71,5.647525287,5.357723804,5.514098351,5.359270115,5.20400662
DIRC1,4.086624872,3.764469191,3.807741621,3.80857186,4.074733643
COL27A1,4.84756791,4.819128017,5.112763891,4.777601051,5.013224449
RBMX2,7.94844834,8.062066866,7.855113271,8.024663996,7.921688742
ZSCAN5B,5.03666693,4.860638637,4.917477998,5.18156911,4.851910838
MFSD3,6.143374796,6.107000299,6.18679727,6.059088521,6.006267633
HMBS,7.551405176,7.815180801,7.700949429,8.364995593,7.940408184
DIRC2,7.342115996,7.414657374,7.286714562,7.180614353,6.795588465
C1orf127,7.344176879,7.550527575,7.207512839,7.513009517,7.648095907
OR1I1,6.197212093,6.160645343,6.08381626,6.235049977,6.108630405
MFSD5,9.506430027,9.200955148,9.148739142,9.007081026,8.929110766
WARS,7.096110533,7.283337477,6.019792591,7.332944738,7.258677848
POLR2E,8.287572109,8.56298773,8.139769682,8.347573869,8.118648582
POLR2D,6.118719337,5.858235453,5.926877439,5.779395895,5.970233726
GATSL3,7.594375171,7.902309793,7.702645392,7.999967548,7.830889635
POLR2F,8.261042175,8.108225538,8.098482934,8.224015196,8.145865975
POLR2A,6.890550777,6.925495246,6.96865961,6.962752633,7.138289413
MFSD7,7.425014212,7.453446758,7.140886075,7.477219634,7.202410178
POLR2C,8.303602285,8.44018801,8.252431516,8.58708895,8.314046862
POLR2B,11.41526899,11.09899152,11.49583373,10.88419303,11.0123523
POLR2L,9.28157783,10.7134324,9.124748125,9.056598618,9.055245856
AKR7A2,9.002873082,9.001488161,8.954581386,8.782391227,8.89868448
ABHD14B,7.410244024,7.436478288,7.214446411,7.151571245,7.326711315
POLR2I,8.82860053,8.734016668,8.632824792,8.459064529,8.691430887
POLR2H,8.219214368,7.946048255,8.010891984,7.831648903,7.86377769
POLR2K,7.501006155,6.84497879,7.126600772,7.578091073,6.974707382
POLR2J,9.12308311,9.203361289,8.896712187,9.082367159,9.009231989
TLK1,7.21907389,7.620118493,7.661700733,7.626122587,7.975986399
SERHL,5.249727802,4.856877068,4.892295238,4.945949453,4.842624062
FAM47C,4.485497341,4.541327563,4.426845342,4.407840517,4.437391852
FAM47B,3.801131933,3.839964925,3.933846113,3.919674105,3.804223106
USP54,5.176946879,5.271043887,5.089296779,4.794402956,5.021932999
USP53,6.445794704,6.253357555,7.949220583,6.371864268,6.762182621
FAM47E,4.679356807,4.516503761,4.507397278,4.356846042,4.463605819
USP51,4.397121372,4.535787635,4.329377292,4.416199245,4.223578129
PRODH,7.275929113,6.944198268,7.311266336,6.984354645,7.155534886
CYBA,4.842915127,4.833103897,5.147283101,8.181208666,9.004458549
CCL3L1,6.407502176,6.05532913,6.538911589,6.367628145,6.274635445
SLC30A10,4.982868916,4.652774625,4.879616116,4.806235372,5.076262047
ASCC3,6.238740224,6.13669513,6.345245845,5.996949053,6.077427715
ASCC2,8.861213035,9.316713237,9.705491055,9.737817885,9.188347267
ASCC1,7.445991265,7.206064383,7.44443511,7.427875477,7.443325334
CCNK,9.809998722,9.882575366,9.873400096,9.767926183,9.691687106
SLFN13,4.65491211,4.545088956,5.111165054,4.36229013,4.457076088
CCDC151,6.504733275,6.619905864,6.458639369,6.514350211,6.49900111
DDA1,7.234834258,7.184078205,7.163454989,7.121964512,7.020429514
CEACAM18,6.31376678,6.114232242,6.44765137,5.880842836,6.159325189
LOC100499484,5.239705767,5.191090369,5.125336329,5.220057098,5.090265589
SOST,5.965984969,5.943220977,5.849013094,5.872065943,5.845704045
CCDC109A,7.12312504,6.900778569,6.982960866,6.981614625,6.900551983
VBP1,8.024663996,8.059535171,7.90599101,8.135027353,8.005299477
CCDC109B,8.65194837,9.160820357,9.123969705,8.804673614,9.21480393
FAM120B,7.680972222,7.634868947,7.309282782,7.479741376,7.178017564
FAM120C,5.779190844,6.149802289,5.825240728,5.638473062,5.711994267
SLK,7.816942766,7.714279863,7.468549241,7.456131688,7.168903352
MAPK14,7.449125751,7.765497677,7.643565334,7.734437898,7.13462049
MAPK15,5.560783016,5.911022154,5.834971979,5.827805779,5.835449268
PEA15,7.802211705,8.181865597,7.933438374,7.749338436,8.388922343
MAPK10,4.342475474,4.467335083,4.406757961,4.615466281,4.507137931
MAPK11,5.945571108,6.219002941,5.840504724,6.061219715,5.924157063
NCRNA00235,6.145069937,6.254017338,5.991110958,6.208942857,6.215942791
MAPK13,7.574787263,7.621794713,7.348519309,7.368460129,7.261374719
FKSG2,4.285506116,4.434159538,4.205849501,4.422967732,4.207008404
